;;;;;;;;males;;;;females;;;males;females;offspring;;;;
;;;;;;;;white eyes;;;;red eyes;;;red eyes;white eyes;;;;;
vialNr;fliesScoredBy;vialsScoredBy;population;line;mother;cross;genotype;males_whiteeyes_RG;males_whiteeyes_G;males_whiteeyes_R;males_whiteeyes_N;females_redeyes_R;females_redeyes_NR;females_redeyes_unclear;males_redeyes_unclear;females_whiteeyes_NR;offspring_unclear;unhatched;dead;mediumLooks;notes
883;;Fleur;KA;2;4;2;GD;;;;;;;;;;;1;0;fresh;0
884;;Fleur;UM;4;6;1;CO;;;;;;;;;;;1;7;fresh;0
885;;Fleur;AK;5;4;5;GD;;;;;;;;;;;1;0;fresh;0
886;;Fleur;MA;5;6;1;GD;;;;;;;;;;;0;0;fresh;0
887;;Fleur;RE;1;2;2;CO;;;;;;;;;;;1;0;fresh;0
888;;Fleur;MU;1;4;2;CO;;;;;;;;;;;2;0;fresh;0
889;;Fleur;MA;7;5;2;GD;;;;;;;;;;;6;0;fresh;0
890;;Fleur;AK;1;3;1;CO;;;;;;;;;;;0;0;fresh;0
891;Fleur;Fleur;MU;1;6;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
892;;Fleur;RE;6;4;1;CO;;;;;;;;;;;1;6;brown;10
893;;Fleur;MA;5;5;2;GD;;;;;;;;;;;1;1;fresh;0
894;;Fleur;KA;3;2;2;GD;;;;;;;;;;;1;0;fresh;0
895;;Fleur;RE;3;4;1;GD;;;;;;;;;;;2;0;fresh;0
896;;Fleur;UM;1;4;3;GD;;;;;;;;;;;0;0;fresh;0
897;;Fleur;AK;1;6;2;GD;;;;;;;;;;;1;0;fresh;0
898;;Fleur;RE;1;6;5;GD;;;;;;;;;;;4;0;fresh;0
899;;Fleur;MU;4;6;1;GD;;;;;;;;;;;2;0;fresh;0
900;;Fleur;MA;5;4;1;CO;;;;;;;;;;;4;0;fresh;0
901;;Fleur;KA;4;4;4;CO;;;;;;;;;;;0;0;fresh;0
902;;Fleur;AK;3;4;1;GD;;;;;;;;;;;3;1;fresh;0
903;;Fleur;RE;3;4;5;CO;;;;;;;;;;;1;0;fresh;0
904;;Fleur;MU;5;5;3;CO;;;;;;;;;;;1;0;fresh;0
905;;Fleur;KA;4;4;5;CO;;;;;;;;;;;2;0;fresh;0
906;;Fleur;AK;3;6;1;CO;;;;;;;;;;;0;0;fresh;30
907;;Fleur;MA;6;5;5;CO;;;;;;;;;;;0;0;fresh;5
908;;Fleur;KA;1;3;1;GD;;;;;;;;;;;4;0;fresh;0
909;;Fleur;UM;1;1;1;GD;;;;;;;;;;;2;0;fresh;0
910;;Fleur;MA;1;5;5;GD;;;;;;;;;;;2;0;fresh;0
911;;Fleur;MU;5;6;5;CO;;;;;;;;;;;1;0;fresh;10
912;;Fleur;RE;4;5;3;CO;;;;;;;;;;;6;0;fresh;0
913;;Fleur;RE;4;3;3;GD;;;;;;;;;;;2;7;fresh;0
914;;Fleur;MU;1;6;2;GD;;;;;;;;;;;2;0;fresh;0
915;;Fleur;AK;2;6;5;GD;;;;;;;;;;;3;0;fresh;0
916;;Fleur;KA;3;5;5;CO;;;;;;;;;;;0;0;fresh;0
917;;Fleur;RE;3;3;2;GD;;;;;;;;;;;0;1;fresh;0
918;;Fleur;AK;2;2;2;CO;;;;;;;;;;;0;0;fresh;0
919;;Fleur;MA;1;3;1;GD;;;;;;;;;;;2;1;fresh;0
920;;Fleur;KA;7;1;2;CO;;;;;;;;;;;2;0;fresh;0
921;;Fleur;KA;2;6;4;CO;;;;;;;;;;;1;0;fresh;0
922;;Fleur;RE;4;4;4;GD;;;;;;;;;;;0;0;fresh;0
923;;Fleur;AK;4;3;1;CO;;;;;;;;;;;0;1;fresh;0
924;;Fleur;AK;1;3;5;CO;;;;;;;;;;;7;0;fresh;5
925;;Fleur;RE;4;4;2;GD;;;;;;;;;;;5;1;fresh;0
926;;Fleur;UM;3;4;2;GD;;;;;;;;;;;3;0;fresh;0
927;Fleur;Fleur;KA;4;4;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
928;;Fleur;RE;6;5;3;CO;;;;;;;;;;;4;1;fresh;0
929;;Fleur;MU;3;1;1;GD;;;;;;;;;;;6;0;fresh;0
930;;Fleur;AK;4;6;5;GD;;;;;;;;;;;10;1;fresh;0
931;;Fleur;KA;2;3;4;GD;;;;;;;;;;;2;0;fresh;10
932;;Fleur;RE;3;5;1;GD;;;;;;;;;;;1;0;fresh;0
933;;Fleur;KA;3;2;1;CO;;;;;;;;;;;0;1;fresh;0
934;Fleur;Fleur;MA;7;5;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
935;;Fleur;RE;6;4;4;CO;;;;;;;;;;;1;2;fresh;0
936;;Fleur;AK;1;4;2;CO;;;;;;;;;;;3;0;fresh;0
937;;Fleur;MA;7;6;1;CO;;;;;;;;;;;0;0;fresh;0
938;;Fleur;KA;2;1;4;GD;;;;;;;;;;;4;0;fresh;0
939;;Fleur;RE;3;5;1;CO;;;;;;;;;;;0;0;fresh;0
940;;Fleur;MU;6;5;2;CO;;;;;;;;;;;1;0;fresh;0
941;;Fleur;MU;3;4;4;CO;;;;;;;;;;;3;0;fresh;0
942;;Fleur;MA;7;6;5;GD;;;;;;;;;;;9;6;brown;20
943;;Fleur;MA;5;6;3;CO;;;;;;;;;;;2;4;brown;20
944;;Fleur;RE;6;5;2;CO;;;;;;;;;;;2;4;fresh;0
945;;Fleur;KA;2;3;1;GD;;;;;;;;;;;1;0;fresh;0
946;;Fleur;MU;3;4;3;GD;;;;;;;;;;;2;0;fresh;0
947;;Fleur;RE;3;1;5;CO;;;;;;;;;;;0;2;fresh;0
948;;Fleur;AK;5;4;1;GD;;;;;;;;;;;0;0;fresh;0
949;;Fleur;RE;4;3;1;CO;;;;;;;;;;;3;10;fresh;0
950;;Fleur;AK;5;2;3;CO;;;;;;;;;;;0;3;fresh;0
951;;Fleur;MA;4;4;1;GD;;;;;;;;;;;1;0;fresh;0
952;;Fleur;UM;3;4;2;CO;;;;;;;;;;;3;0;fresh;0
953;;Fleur;RE;6;5;5;CO;;;;;;;;;;;1;0;fresh;0
954;;Fleur;KA;7;6;5;CO;;;;;;;;;;;10;0;fresh;0
955;;Fleur;UM;6;6;4;CO;;;;;;;;;;;3;0;fresh;0
956;;Fleur;AK;5;6;5;CO;;;;;;;;;;;1;4;fresh;0
957;;Fleur;MA;1;5;3;CO;;;;;;;;;;;1;0;fresh;0
958;;Fleur;AK;5;4;3;CO;;;;;;;;;;;1;0;fresh;0
959;;Fleur;AK;5;4;3;GD;;;;;;;;;;;0;0;fresh;0
960;;Fleur;RE;4;4;4;CO;;;;;;;;;;;7;0;fresh;0
961;;Fleur;MA;7;5;2;CO;;;;;;;;;;;1;0;fresh;10
962;;Fleur;MA;7;5;3;GD;;;;;;;;;;;5;0;fresh;10
963;;Fleur;RE;6;6;4;CO;;;;;;;;;;;2;0;fresh;0
964;;Fleur;MA;7;5;1;CO;;;;;;;;;;;3;3;fresh;0
965;;Fleur;RE;1;6;3;GD;;;;;;;;;;;3;0;fresh;0
966;;Fleur;UM;1;6;3;CO;;;;;;;;;;;1;0;fresh;10
967;;Fleur;KA;2;4;4;GD;;;;;;;;;;;2;0;fresh;0
968;;Fleur;MU;6;6;5;CO;;;;;;;;;;;10;0;fresh;0
969;;Fleur;UM;5;6;3;CO;;;;;;;;;;;1;0;fresh;0
970;;Fleur;RE;2;4;3;CO;;;;;;;;;;;2;0;fresh;0
971;;Fleur;MU;3;5;5;CO;;;;;;;;;;;0;0;fresh;0
972;;Fleur;UM;3;3;4;CO;;;;;;;;;;;1;0;fresh;0
973;;Fleur;MA;6;3;5;CO;;;;;;;;;;;2;0;fresh;0
974;;Fleur;MU;5;6;2;CO;;;;;;;;;;;0;0;fresh;0
975;;Fleur;MA;4;6;2;CO;;;;;;;;;;;0;7;fresh;0
976;;Fleur;MA;1;6;4;CO;;;;;;;;;;;1;0;fresh;0
977;;Jimmie;AK;4;6;3;CO;;;;;;;;;;;0;0;fresh;
978;;Jimmie;MU;1;4;4;CO;;;;;;;;;;;0;0;fresh;
979;;Jimmie;AK;3;4;3;CO;;;;;;;;;;;3;0;fresh;
980;;Jimmie;UM;6;5;3;CO;;;;;;;;;;;0;0;fresh;
981;;Jimmie;MU;3;5;3;CO;;;;;;;;;;;3;0;fresh;
982;;Jimmie;MU;1;5;5;CO;;;;;;;;;;;3;0;fresh;
983;;Jimmie;KA;7;5;5;CO;;;;;;;;;;;0;2;fresh;
984;;Jimmie;MA;5;2;5;CO;;;;;;;;;;;0;0;fresh;
985;;Jimmie;UM;5;4;2;CO;;;;;;;;;;;2;2;fresh;
986;;Jimmie;UM;6;4;5;CO;;;;;;;;;;;6;0;fresh;
987;;Jimmie;UM;3;5;2;CO;;;;;;;;;;;1;0;fresh;
988;;Jimmie;MA;5;4;3;CO;;;;;;;;;;;1;1;fresh;
989;;Jimmie;AK;1;1;1;CO;;;;;;;;;;;1;0;fresh;
990;;Jimmie;AK;5;4;2;CO;;;;;;;;;;;6;0;fresh;
991;;Jimmie;AK;2;6;1;CO;;;;;;;;;;;5;2;fresh;
992;;Jimmie;MA;1;4;3;CO;;;;;;;;;;;0;1;fresh;
993;;Jimmie;KA;7;5;3;CO;;;;;;;;;;;0;0;fresh;
994;;Jimmie;AK;3;6;2;CO;;;;;;;;;;;0;0;fresh;
995;;Jimmie;MU;1;4;5;CO;;;;;;;;;;;1;0;fresh;4 black larvea
996;;Jimmie;UM;1;4;4;CO;;;;;;;;;;;0;0;fresh;
997;;Jimmie;KA;7;4;5;CO;;;;;;;;;;;0;0;fresh;
998;;Jimmie;UM;4;6;2;CO;;;;;;;;;;;0;0;fresh;30 black larvea
999;;Jimmie;KA;7;6;1;CO;;;;;;;;;;;0;3;fresh;
1000;;Jimmie;MU;4;4;5;CO;;;;;;;;;;;1;0;fresh;
1001;;Jimmie;AK;1;1;3;CO;;;;;;;;;;;0;0;fresh;
1002;;Jimmie;AK;3;6;5;CO;;;;;;;;;;;6;0;fresh;
1003;;Jimmie;MA;4;4;2;CO;;;;;;;;;;;0;14;fresh;
1004;;Jimmie;UM;5;6;4;CO;;;;;;;;;;;5;0;fresh;10 black larvea
1005;;Jimmie;UM;1;6;5;GD;;;;;;;;;;;9;0;fresh;
1006;;Jimmie;UM;6;2;4;GD;;;;;;;;;;;0;1;fresh;
1007;;Jimmie;MU;3;6;4;GD;;;;;;;;;;;6;0;fresh;
1008;;Jimmie;RE;2;1;1;CO;;;;;;;;;;;3;0;fresh;
1009;;Jimmie;UM;5;2;4;GD;;;;;;;;;;;2;2;fresh;
1010;Jimmie;Jimmie;UM;5;2;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1011;;Jimmie;UM;5;1;4;CO;;;;;;;;;;;1;0;fresh;
1012;;Jimmie;MA;1;1;3;CO;;;;;;;;;;;2;0;fresh;
1013;;Jimmie;AK;1;3;5;GD;;;;;;;;;;;2;0;fresh;
1014;;Jimmie;RE;4;2;3;CO;;;;;;;;;;;1;4;fresh;1 black larvea
1015;;Jimmie;KA;3;5;4;GD;;;;;;;;;;;0;0;fresh;
1016;;Jimmie;KA;7;1;1;GD;;;;;;;;;;;1;7;brown;1 black larvea
1017;;Jimmie;MU;3;6;3;GD;;;;;;;;;;;0;0;fresh;
1018;;Jimmie;KA;3;2;5;CO;;;;;;;;;;;0;0;fresh;
1019;;Jimmie;KA;3;1;1;CO;;;;;;;;;;;6;2;fresh;
1020;;Jimmie;MU;3;1;2;CO;;;;;;;;;;;1;0;fresh;
1021;;Jimmie;MU;4;1;1;CO;;;;;;;;;;;0;0;fresh;
1022;;Jimmie;KA;3;5;3;GD;;;;;;;;;;;1;0;fresh;
1023;Jimmie;Jimmie;AK;5;2;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1024;;Jimmie;MU;3;1;3;CO;;;;;;;;;;;2;0;fresh;
1025;;Jimmie;MU;6;5;4;GD;;;;;;;;;;;3;0;fresh;
1026;;Jimmie;KA;2;5;5;GD;;;;;;;;;;;3;0;fresh;
1027;;Jimmie;MU;4;2;4;GD;;;;;;;;;;;1;0;fresh;
1028;;Jimmie;MA;1;4;1;GD;;;;;;;;;;;1;0;fresh;
1029;;Jimmie;KA;1;2;4;GD;;;;;;;;;;;1;0;fresh;
1030;;Jimmie;RE;4;3;3;CO;;;;;;;;;;;0;1;fresh;
1031;;Jimmie;UM;3;1;2;CO;;;;;;;;;;;2;0;fresh;
1032;;Jimmie;RE;2;4;1;CO;;;;;;;;;;;0;0;fresh;
1033;Jimmie;Jimmie;RE;6;3;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1034;;Jimmie;MA;1;2;4;CO;;;;;;;;;;;1;0;fresh;
1035;;Jimmie;KA;1;1;2;GD;;;;;;;;;;;1;0;fresh;
1036;;Jimmie;KA;1;3;1;CO;;;;;;;;;;;1;0;fresh;
1037;;Jimmie;AK;5;1;3;GD;;;;;;;;;;;4;0;fresh;
1038;;Jimmie;UM;1;1;2;CO;;;;;;;;;;;3;0;fresh;15 black larvea
1039;Jimmie;Jimmie;MU;1;5;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1040;;Jimmie;MU;6;6;2;GD;;;;;;;;;;;2;0;fresh;
1041;;Jimmie;AK;2;4;2;CO;;;;;;;;;;;0;1;brown;
1042;;Jimmie;AK;1;5;1;GD;;;;;;;;;;;1;0;fresh;
1043;;Jimmie;AK;1;4;2;GD;;;;;;;;;;;5;0;fresh;
1044;;Jimmie;AK;4;4;2;GD;;;;;;;;;;;5;0;fresh;
1045;Jimmie;Jimmie;AK;2;1;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1046;;Jimmie;AK;5;3;4;GD;;;;;;;;;;;3;0;fresh;
1047;;Jimmie;RE;6;4;4;GD;;;;;;;;;;;3;1;brown;15 black larvea
1048;;Jimmie;UM;5;4;2;CO;;;;;;;;;;;1;2;brown;
1049;;Jimmie;UM;5;5;5;GD;;;;;;;;;;;3;0;brown;10 black larvea
1050;;Jimmie;UM;3;2;1;CO;;;;;;;;;;;4;0;brown;5 black larvea
1051;;Jimmie;MA;1;4;4;GD;;;;;;;;;;;1;0;fresh;
1052;;Jimmie;AK;5;1;5;GD;;;;;;;;;;;1;1;fresh;
1053;;Jimmie;AK;2;4;3;CO;;;;;;;;;;;1;3;fresh;
1054;;Jimmie;AK;1;5;4;GD;;;;;;;;;;;0;0;fresh;
1055;;Jimmie;MA;4;6;5;GD;;;;;;;;;;;2;0;fresh;1 black larvea
1056;;Jimmie;KA;3;1;5;CO;;;;;;;;;;;3;0;fresh;
1057;;Jimmie;UM;1;6;2;GD;;;;;;;;;;;2;1;fresh;2 black larvea
1058;;Jimmie;MA;7;6;3;GD;;;;;;;;;;;6;3;fresh;
1059;;Jimmie;AK;5;2;1;GD;;;;;;;;;;;5;0;fresh;
1060;;Jimmie;UM;5;2;5;GD;;;;;;;;;;;2;0;fresh;2 black larvea
1061;;Jimmie;AK;2;2;5;CO;;;;;;;;;;;1;0;fresh;
1062;;Jimmie;AK;2;2;1;CO;;;;;;;;;;;1;1;fresh;
1063;;Jimmie;KA;7;3;1;GD;;;;;;;;;;;17;1;fresh;
1064;;Jimmie;MU;5;2;5;CO;;;;;;;;;;;2;0;fresh;
1065;;Jimmie;AK;5;1;2;CO;;;;;;;;;;;1;0;fresh;
1066;;Jimmie;AK;5;1;1;CO;;;;;;;;;;;3;23;brown;5 black larvea
1067;;Jimmie;UM;5;2;4;CO;;;;;;;;;;;0;0;fresh;
1068;;Jimmie;MU;3;5;3;GD;;;;;;;;;;;6;1;fresh;
1069;;Jimmie;KA;1;1;1;GD;;;;;;;;;;;0;0;fresh;
1070;;Jimmie;MA;4;1;1;GD;;;;;;;;;;;0;0;fresh;
1071;Jimmie;Jimmie;MA;4;6;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1072;;Jimmie;AK;3;2;1;GD;;;;;;;;;;;0;0;brown;
1073;;Jimmie;MU;3;6;2;GD;;;;;;;;;;;1;0;fresh;
1074;;Jimmie;AK;3;6;2;GD;;;;;;;;;;;1;0;fresh;
1075;;Jimmie;KA;7;3;1;CO;;;;;;;;;;;4;0;fresh;20 black larvea
1076;;Jimmie;MU;6;4;3;CO;;;;;;;;;;;1;0;fresh;
1077;Jimmie;Jimmie;UM;5;1;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;
1078;;Jimmie;MA;1;2;3;CO;;;;;;;;;;;0;0;fresh;
1079;;Jimmie;MU;6;4;4;CO;;;;;;;;;;;0;0;fresh;
1080;;Jimmie;UM;6;1;5;CO;;;;;;;;;;;3;0;fresh;
1081;;Jimmie;UM;3;2;3;GD;;;;;;;;;;;1;0;fresh;
1082;Jimmie;Jimmie;MU;6;2;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;
1083;;Jimmie;RE;6;2;3;GD;;;;;;;;;;;3;0;fresh;
1084;;Jimmie;MU;6;4;1;GD;;;;;;;;;;;1;0;fresh;
1085;;Jimmie;UM;1;1;1;CO;;;;;;;;;;;5;0;fresh;20 black larvea
1086;;Jimmie;MU;1;2;1;CO;;;;;;;;;;;1;1;brown;15 black larvea
1087;;Jimmie;MU;3;5;5;GD;;;;;;;;;;;5;0;fresh;
1088;;Jimmie;MU;6;1;5;GD;;;;;;;;;;;3;0;fresh;
1089;;Jimmie;MA;5;4;3;GD;;;;;;;;;;;4;0;fresh;
1090;;Jimmie;RE;4;1;5;CO;;;;;;;;;;;1;5;brown;
1091;;Jimmie;AK;2;5;2;GD;;;;;;;;;;;0;0;fresh;
1092;;Jimmie;MU;5;2;3;CO;;;;;;;;;;;0;0;fresh;
1093;;Jimmie;KA;2;1;2;CO;;;;;;;;;;;2;0;brown;
1094;;Jimmie;MU;1;5;2;GD;;;;;;;;;;;0;2;fresh;
1095;;Jimmie;MU;6;1;4;GD;;;;;;;;;;;3;0;fresh;
1096;;Jimmie;RE;1;3;1;GD;;;;;;;;;;;1;0;fresh;
1097;;Jimmie;KA;3;5;2;GD;;;;;;;;;;;0;2;fresh;
1098;;Jimmie;RE;4;4;1;GD;;;;;;;;;;;5;0;fresh;
1099;;Jimmie;AK;5;1;4;CO;;;;;;;;;;;0;0;fresh;
1100;;Jimmie;UM;5;4;2;GD;;;;;;;;;;;2;0;fresh;
1101;;Jimmie;AK;5;2;4;GD;;;;;;;;;;;1;0;fresh;
1102;;Jimmie;KA;7;4;3;GD;;;;;;;;;;;0;0;fresh;
1103;;Jimmie;KA;1;1;4;GD;;;;;;;;;;;0;0;fresh;
1104;Jimmie;Jimmie;RE;4;2;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1105;;Jimmie;RE;3;3;5;CO;;;;;;;;;;;3;0;fresh;
1106;;Jimmie;MU;1;2;3;CO;;;;;;;;;;;0;0;fresh;
1107;;Jimmie;AK;3;4;2;CO;;;;;;;;;;;1;0;fresh;
1108;;Jimmie;MA;4;6;3;GD;;;;;;;;;;;7;0;fresh;
1109;;Jimmie;UM;4;5;4;CO;;;;;;;;;;;1;2;fresh;
1110;;Jimmie;MA;1;3;2;GD;;;;;;;;;;;3;0;fresh;
1111;;Jimmie;RE;6;1;1;CO;;;;;;;;;;;12;0;fresh;
1112;;Jimmie;RE ;4;4;5;GD;;;;;;;;;;;1;0;fresh;
1113;;Jimmie;KA;1;5;1;CO;;;;;;;;;;;1;0;fresh;
1114;Jimmie;Jimmie;RE;1;4;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1115;Jimmie;Jimmie;AK;4;4;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1116;Jimmie;Jimmie;AK;5;3;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1117;;Jimmie;KA;3;1;3;GD;;;;;;;;;;;0;0;fresh;
1118;;Jimmie;AK;5;3;5;CO;;;;;;;;;;;0;0;fresh;
1119;;Jimmie;MU;6;2;4;GD;;;;;;;;;;;2;0;fresh;
1120;;Jimmie;AK;4;1;4;CO;;;;;;;;;;;0;0;fresh;
1121;;Jimmie;UM;4;4;2;GD;;;;;;;;;;;1;0;fresh;
1122;;Jimmie;RE;6;3;2;GD;;;;;;;;;;;0;0;fresh;
1123;;Jimmie;AK;2;6;3;GD;;;;;;;;;;;5;0;fresh;
1124;;Jimmie;AK;2;5;1;GD;;;;;;;;;;;3;0;fresh;
1125;;Jimmie;UM;4;2;1;CO;;;;;;;;;;;1;0;fresh;
1126;;Jimmie;UM;4;1;5;CO;;;;;;;;;;;0;0;fresh;
1127;;Jimmie;MU;6;4;1;CO;;;;;;;;;;;4;0;fresh;1 black larvea
1128;;Jimmie;MU;3;1;4;CO;;;;;;;;;;;4;0;fresh;
1129;Jimmie;Jimmie;MA;1;2;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1130;;Jimmie;MU;3;1;4;GD;;;;;;;;;;;8;0;fresh;
1131;;Jimmie;RE;3;4;3;GD;;;;;;;;;;;10;9;brown;
1132;;Jimmie;RE;2;1;5;GD;;;;;;;;;;;3;0;fresh;
1133;;Jimmie;MU;3;1;5;GD;;;;;;;;;;;1;1;fresh;
1134;Jimmie;Jimmie;UM;6;1;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1135;;Jimmie;KA;1;5;5;CO;;;;;;;;;;;0;0;brown;
1136;;Jimmie;RE;4;2;1;CO;;;;;;;;;;;1;0;fresh;
1137;;Jimmie;MA;1;5;2;GD;;;;;;;;;;;0;0;fresh;
1138;;Jimmie;MU;5;2;5;GD;;;;;;;;;;;1;0;fresh;
1139;;Jimmie;MA;6;1;2;CO;;;;;;;;;;;4;0;fresh;
1140;;Jimmie;MU;3;3;1;GD;;;;;;;;;;;1;0;fresh;
1141;;Jimmie;MA;1;2;4;GD;;;;;;;;;;;1;0;fresh;
1142;;Jimmie;UM;5;5;5;CO;;;;;;;;;;;3;0;fresh;
1143;;Jimmie;AK;1;5;2;CO;;;;;;;;;;;0;1;fresh;
1144;;Jimmie;AK;1;5;1;CO;;;;;;;;;;;0;0;brown;
1145;Jimmie;Jimmie;UM;4;3;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1146;;Jimmie;AK;3;4;3;GD;;;;;;;;;;;0;1;fresh;only one fly, there is one empty cocon
1147;;Jimmie;AK;3;3;2;GD;;;;;;;;;;;3;1;brown;the tube was laying open in the frezer, flies were laying spread in the tray
1148;;Jimmie;MU;3;1;1;CO;;;;;;;;;;;0;0;fresh;
1149;;Jimmie;RE;3;3;4;CO;;;;;;;;;;;2;0;fresh;
1150;;Jimmie;MU;3;6;5;GD;;;;;;;;;;;7;0;fresh;
1151;;Jimmie;MA;1;1;3;GD;;;;;;;;;;;14;0;fresh;
1152;;Jimmie;MU;3;6;1;GD;;;;;;;;;;;0;0;fresh;
1153;Jimmie;Jimmie;MA;5;1;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;
1154;;Jimmie;MU;4;1;5;GD;;;;;;;;;;;3;0;fresh;
1155;;Jimmie;RE;6;6;5;GD;;;;;;;;;;;3;1;fresh;
1156;;Jimmie;KA;7;5;5;GD;;;;;;;;;;;0;3;fresh;
1157;;Jimmie;MU;3;4;4;GD;;;;;;;;;;;1;0;fresh;
1158;;Jimmie;MU;5;3;3;GD;;;;;;;;;;;13;0;fresh;
1159;;Jimmie;UM;1;2;5;GD;;;;;;;;;;;3;1;brown;10 black larvea
1160;;Jimmie;MU;5;5;1;GD;;;;;;;;;;;1;15;brown;15 black larvea
1161;;Jimmie;AK;1;3;4;GD;;;;;;;;;;;0;2;fresh;
1162;;Jimmie;AK;3;6;1;GD;;;;;;;;;;;4;0;fresh;
1163;;Jimmie;AK;2;5;4;GD;;;;;;;;;;;5;0;fresh;
1164;;Jimmie;AK;5;2;5;GD;;;;;;;;;;;1;0;fresh;
1165;;Jimmie;UM;1;6;3;GD;;;;;;;;;;;2;0;fresh;10 black larvea
1166;Jimmie;Jimmie;UM;5;1;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1167;;Jimmie;RE;2;4;2;GD;;;;;;;;;;;5;0;fresh;
1168;;Jimmie;RE;6;3;5;GD;;;;;;;;;;;4;0;fresh;
1169;;Jimmie;UM;1;6;1;GD;;;;;;;;;;;3;0;brown;5 black larvea
1170;;Jimmie;KA;7;5;4;GD;;;;;;;;;;;4;0;fresh;
1171;;Jimmie;AK;3;2;4;GD;;;;;;;;;;;0;0;fresh;
1172;;Jimmie;MU;4;4;2;GD;;;;;;;;;;;0;0;fresh;
1173;;Jimmie;MU;1;2;5;GD;;;;;;;;;;;1;0;fresh;
1174;;Jimmie;RE;2;4;4;GD;;;;;;;;;;;3;0;brown;
1175;;Jimmie;MU;6;2;3;GD;;;;;;;;;;;0;0;fresh;
1176;;Jimmie;MU;1;2;5;CO;;;;;;;;;;;0;0;fresh;
1177;;Jimmie;MA;7;4;4;CO;;;;;;;;;;;4;0;fresh;
1178;;Jimmie;AK;3;2;5;GD;;;;;;;;;;;1;0;fresh;
1179;;Jimmie;AK;3;6;5;GD;;;;;;;;;;;1;0;fresh;
1180;;Jimmie;RE;2;4;5;CO;;;;;;;;;;;0;0;fresh;
1181;;Jimmie;MU;4;2;1;GD;;;;;;;;;;;1;0;fresh;
1182;Jimmie;Jimmie;KA;7;5;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1183;Jimmie;Jimmie;RE;3;1;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1184;;Jimmie;RE;4;2;1;GD;;;;;;;;;;;2;0;fresh;
1185;;Jimmie;RE;1;4;2;GD;;;;;;;;;;;0;0;fresh;
1186;;Jimmie;MA;1;4;3;GD;;;;;;;;;;;4;0;fresh;
1187;;Jimmie;MU;4;4;1;GD;;;;;;;;;;;1;0;fresh;
1188;;Jimmie;MA;6;1;5;GD;;;;;;;;;;;2;0;brown;
1189;;Jimmie;UM;3;2;2;GD;;;;;;;;;;;2;0;fresh;
1190;;Jimmie;UM;6;2;2;GD;;;;;;;;;;;5;0;fresh;
1191;;Jimmie;UM;3;5;2;GD;;;;;;;;;;;1;0;fresh;
1192;;Jimmie;RE;4;2;2;GD;;;;;;;;;;;5;0;fresh;
1193;;Jimmie;AK;3;2;3;GD;;;;;;;;;;;3;0;fresh;
1194;;Jimmie;RE;3;1;2;CO;;;;;;;;;;;5;0;fresh;
1195;;Jimmie;UM;5;1;3;GD;;;;;;;;;;;1;0;fresh;
1196;;Jimmie;UM;6;2;1;GD;;;;;;;;;;;12;0;fresh;
1197;;Jimmie;UM;5;1;4;GD;;;;;;;;;;;5;0;fresh;
1198;;Jimmie;KA;1;2;2;GD;;;;;;;;;;;1;0;fresh;
1199;;Jimmie;UM;6;1;3;GD;;;;;;;;;;;5;0;fresh;
1200;;Jimmie;KA;2;5;3;GD;;;;;;;;;;;1;0;fresh;
1201;;Jimmie;AK;1;5;5;GD;;;;;;;;;;;4;0;fresh;
1202;;Jimmie;AK;3;3;5;GD;;;;;;;;;;;0;0;fresh;
1203;;Jimmie;MU;6;2;2;GD;;;;;;;;;;;8;0;fresh;
1204;;Jimmie;KA;2;5;1;GD;;;;;;;;;;;1;0;fresh;
1205;;Jimmie;RE;6;5;2;GD;;;;;;;;;;;2;0;fresh;
1206;;Jimmie;UM;1;6;4;GD;;;;;;;;;;;4;0;fresh;
1207;Jimmie;Jimmie;AK;5;1;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
